market_id,cluster_id,cluster_label,question,resolution_criteria
2270338,1,US-Iran diplomacy & sanctions,"US x Iran permanent peace deal by July 31, 2026?","This market will resolve to “Yes” if Iran and the United states agree to a permanent peace deal by the specified date, 11:59 PM ET. Otherwise, this market will resolve to “No”. 

A permanent peace deal refers to any agreement which explicitly indicates that military hostilities between the United States and Iran have ended or will permanently cease, or uses equivalent language clearly signaling a lasting end to military hostilities between the United States and Iran. Agreements that are explicitly temporary or which do not include a definitive agreement to end military hostilities between the US and Iran on a lasting basis (e.g. a temporary extension of the two-week ceasefire agreement announced on April 7, 2026), will not qualify.

A qualifying agreement will be considered to have been established if either of the following conditions are met:

- The United States and Iran each sign or formally adopt a written agreement (e.g. a treaty or multi-point agreement) which meets the above criteria.

- Both the governments of the United States and Iran provide clear public confirmation that a qualifying agreement has been definitively established. Negotiations, statements of progress, or other statements which do not constitute a definitive announcement that a qualifying agreement has been reached will not count.

The primary resolution source for this market will be official information from the governments of the United States and Iran; however, a consensus of credible reporting may also be used."
2270330,1,US-Iran diplomacy & sanctions,"US x Iran permanent peace deal by June 15, 2026?","This market will resolve to “Yes” if Iran and the United states agree to a permanent peace deal by the specified date, 11:59 PM ET. Otherwise, this market will resolve to “No”. 

A permanent peace deal refers to any agreement which explicitly indicates that military hostilities between the United States and Iran have ended or will permanently cease, or uses equivalent language clearly signaling a lasting end to military hostilities between the United States and Iran. Agreements that are explicitly temporary or which do not include a definitive agreement to end military hostilities between the US and Iran on a lasting basis (e.g. a temporary extension of the two-week ceasefire agreement announced on April 7, 2026), will not qualify.

A qualifying agreement will be considered to have been established if either of the following conditions are met:

- The United States and Iran each sign or formally adopt a written agreement (e.g. a treaty or multi-point agreement) which meets the above criteria.

- Both the governments of the United States and Iran provide clear public confirmation that a qualifying agreement has been definitively established. Negotiations, statements of progress, or other statements which do not constitute a definitive announcement that a qualifying agreement has been reached will not count.

The primary resolution source for this market will be official information from the governments of the United States and Iran; however, a consensus of credible reporting may also be used."
2297854,1,US-Iran diplomacy & sanctions,"US x Iran permanent peace deal by May 22, 2026?","This market will resolve to “Yes” if Iran and the United states agree to a permanent peace deal by the specified date, 11:59 PM ET. Otherwise, this market will resolve to “No”. 

A permanent peace deal refers to any agreement which explicitly indicates that military hostilities between the United States and Iran have ended or will permanently cease, or uses equivalent language clearly signaling a lasting end to military hostilities between the United States and Iran. Agreements that are explicitly temporary or which do not include a definitive agreement to end military hostilities between the US and Iran on a lasting basis (e.g. a temporary extension of the two-week ceasefire agreement announced on April 7, 2026), will not qualify.

A qualifying agreement will be considered to have been established if either of the following conditions are met:

- The United States and Iran each sign or formally adopt a written agreement (e.g. a treaty or multi-point agreement) which meets the above criteria.

- Both the governments of the United States and Iran provide clear public confirmation that a qualifying agreement has been definitively established. Negotiations, statements of progress, or other statements which do not constitute a definitive announcement that a qualifying agreement has been reached will not count.

The primary resolution source for this market will be official information from the governments of the United States and Iran; however, a consensus of credible reporting may also be used."
2324252,1,US-Iran diplomacy & sanctions,"US x Iran permanent peace deal by May 26, 2026?","This market will resolve to “Yes” if Iran and the United states agree to a permanent peace deal by the specified date, 11:59 PM ET. Otherwise, this market will resolve to “No”. 

A permanent peace deal refers to any agreement which explicitly indicates that military hostilities between the United States and Iran have ended or will permanently cease, or uses equivalent language clearly signaling a lasting end to military hostilities between the United States and Iran. Agreements that are explicitly temporary or which do not include a definitive agreement to end military hostilities between the US and Iran on a lasting basis (e.g. a temporary extension of the two-week ceasefire agreement announced on April 7, 2026), will not qualify.

A qualifying agreement will be considered to have been established if either of the following conditions are met:

- The United States and Iran each sign or formally adopt a written agreement (e.g. a treaty or multi-point agreement) which meets the above criteria.

- Both the governments of the United States and Iran provide clear public confirmation that a qualifying agreement has been definitively established. Negotiations, statements of progress, or other statements which do not constitute a definitive announcement that a qualifying agreement has been reached will not count.

The primary resolution source for this market will be official information from the governments of the United States and Iran; however, a consensus of credible reporting may also be used."
2334107,1,US-Iran diplomacy & sanctions,"US x Iran permanent peace deal by June 7, 2026?","This market will resolve to “Yes” if Iran and the United states agree to a permanent peace deal by the specified date, 11:59 PM ET. Otherwise, this market will resolve to “No”. 

A permanent peace deal refers to any agreement which explicitly indicates that military hostilities between the United States and Iran have ended or will permanently cease, or uses equivalent language clearly signaling a lasting end to military hostilities between the United States and Iran. Agreements that are explicitly temporary or which do not include a definitive agreement to end military hostilities between the US and Iran on a lasting basis (e.g. a temporary extension of the two-week ceasefire agreement announced on April 7, 2026), will not qualify.

A qualifying agreement will be considered to have been established if either of the following conditions are met:

- The United States and Iran each sign or formally adopt a written agreement (e.g. a treaty or multi-point agreement) which meets the above criteria.

- Both the governments of the United States and Iran provide clear public confirmation that a qualifying agreement has been definitively established. Negotiations, statements of progress, or other statements which do not constitute a definitive announcement that a qualifying agreement has been reached will not count.

The primary resolution source for this market will be official information from the governments of the United States and Iran; however, a consensus of credible reporting may also be used."
567688,16,Israel politics (Netanyahu & elections),Netanyahu out by end of 2026?,"This market will resolve to “Yes” if Benjamin Netanyahu ceases to be Prime Minister of Israel for any period of time between market creation and the specified date (ET). Otherwise, this market will resolve to “No”.

An announcement of Benjamin Netanyahu's resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

The resolution source for this market will be official information from Benjamin Netanyahu and the government of Israel; however, a consensus of credible reporting may also be used."
1484949,16,Israel politics (Netanyahu & elections),Netanyahu out by March 31?,"This market will resolve to “Yes” if Benjamin Netanyahu ceases to be Prime Minister of Israel for any period of time between market creation and the specified date (ET). Otherwise, this market will resolve to “No”.

An announcement of Benjamin Netanyahu's resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

The resolution source for this market will be official information from Benjamin Netanyahu and the government of Israel; however, a consensus of credible reporting may also be used."
1484987,16,Israel politics (Netanyahu & elections),Netanyahu out by June 30?,"This market will resolve to “Yes” if Benjamin Netanyahu ceases to be Prime Minister of Israel for any period of time between market creation and the specified date (ET). Otherwise, this market will resolve to “No”.

An announcement of Benjamin Netanyahu's resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

The resolution source for this market will be official information from Benjamin Netanyahu and the government of Israel; however, a consensus of credible reporting may also be used."
1632763,16,Israel politics (Netanyahu & elections),Netanyahu out by April 30?,"This market will resolve to “Yes” if Benjamin Netanyahu ceases to be Prime Minister of Israel for any period of time between market creation and the specified date (ET). Otherwise, this market will resolve to “No”.

An announcement of Benjamin Netanyahu's resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

The resolution source for this market will be official information from Benjamin Netanyahu and the government of Israel; however, a consensus of credible reporting may also be used."
2098553,16,Israel politics (Netanyahu & elections),Netanyahu out by May 31?,"This market will resolve to “Yes” if Benjamin Netanyahu ceases to be Prime Minister of Israel for any period of time between market creation and the specified date (ET). Otherwise, this market will resolve to “No”.

An announcement of Benjamin Netanyahu's resignation/removal before this market's end date will immediately resolve this market to ""Yes"", regardless of when the announced resignation/removal goes into effect.

The resolution source for this market will be official information from Benjamin Netanyahu and the government of Israel; however, a consensus of credible reporting may also be used."
1581306,6,Iran strikes & military action,Kharg Island no longer under Iranian control by March 31?,"This market will resolve to ""Yes"" if Kharg Island is no longer under Iranian control by March 31, 2026 11:59PM ET. Otherwise, this market will resolve to ""No"".

“No longer under the control of Iran” means that Iran no longer exercises primary governmental or military control over Kharg Island, and another state, occupying force, or internationally backed authority has established control over the island.

Temporary raids, isolated landings, special operations, bombardment, sabotage, naval presence offshore, or temporary disruption of Iranian activity will not qualify on their own.

An announcement, threat, or claim that Iran has lost control will not qualify without actual control being established.

If control changes pursuant to a negotiated settlement, ceasefire term, surrender, or transfer agreement, this will qualify only once actual control has been established on the island.

If control over Kharg Island is contested, unclear, disputed, or not sufficiently established by the resolution date, this will not qualify, and the market will resolve to “No”.

The primary resolution source will be official statements from the relevant governments and militaries, along with a consensus of credible reporting."
1611267,6,Iran strikes & military action,Kharg Island no longer under Iranian control by April 30?,"This market will resolve to ""Yes"" if Kharg Island is no longer under Iranian control by April 30, 2026 11:59PM ET. Otherwise, this market will resolve to ""No"".

“No longer under the control of Iran” means that Iran no longer exercises primary governmental or military control over Kharg Island, and another state, occupying force, or internationally backed authority has established control over the island.

Temporary raids, isolated landings, special operations, bombardment, sabotage, naval presence offshore, or temporary disruption of Iranian activity will not qualify on their own.

An announcement, threat, or claim that Iran has lost control will not qualify without actual control being established.

If control changes pursuant to a negotiated settlement, ceasefire term, surrender, or transfer agreement, this will qualify only once actual control has been established on the island.

If control over Kharg Island is contested, unclear, disputed, or not sufficiently established by the resolution date, this will not qualify, and the market will resolve to “No”.

The primary resolution source will be official statements from the relevant governments and militaries, along with a consensus of credible reporting."
1708086,6,Iran strikes & military action,Kharg Island no longer under Iranian control by June 30?,"This market will resolve to ""Yes"" if Kharg Island is no longer under Iranian control by June 30, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

“No longer under the control of Iran” means that Iran no longer exercises primary governmental or military control over Kharg Island, and another state, occupying force, or internationally backed authority has established control over the island.

Temporary raids, isolated landings, special operations, bombardment, sabotage, naval presence offshore, or temporary disruption of Iranian activity will not qualify on their own.

An announcement, threat, or claim that Iran has lost control will not qualify without actual control being established.

If control changes pursuant to a negotiated settlement, ceasefire term, surrender, or transfer agreement, this will qualify only once actual control has been established on the island.

If control over Kharg Island is contested, unclear, disputed, or not sufficiently established by the resolution date, this will not qualify, and the market will resolve to “No”.

The primary resolution source will be official statements from the relevant governments and militaries, along with a consensus of credible reporting."
1708109,6,Iran strikes & military action,Kharg Island no longer under Iranian control by May 31?,"This market will resolve to ""Yes"" if Kharg Island is no longer under Iranian control by May 31, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

“No longer under the control of Iran” means that Iran no longer exercises primary governmental or military control over Kharg Island, and another state, occupying force, or internationally backed authority has established control over the island.

Temporary raids, isolated landings, special operations, bombardment, sabotage, naval presence offshore, or temporary disruption of Iranian activity will not qualify on their own.

An announcement, threat, or claim that Iran has lost control will not qualify without actual control being established.

If control changes pursuant to a negotiated settlement, ceasefire term, surrender, or transfer agreement, this will qualify only once actual control has been established on the island.

If control over Kharg Island is contested, unclear, disputed, or not sufficiently established by the resolution date, this will not qualify, and the market will resolve to “No”.

The primary resolution source will be official statements from the relevant governments and militaries, along with a consensus of credible reporting."
1797309,6,Iran strikes & military action,Kharg Island no longer under Iranian control by April 15?,"This market will resolve to ""Yes"" if Kharg Island is no longer under Iranian control by April 15, 2026, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

“No longer under the control of Iran” means that Iran no longer exercises primary governmental or military control over Kharg Island, and another state, occupying force, or internationally backed authority has established control over the island.

Temporary raids, isolated landings, special operations, bombardment, sabotage, naval presence offshore, or temporary disruption of Iranian activity will not qualify on their own.

An announcement, threat, or claim that Iran has lost control will not qualify without actual control being established.

If control changes pursuant to a negotiated settlement, ceasefire term, surrender, or transfer agreement, this will qualify only once actual control has been established on the island.

If control over Kharg Island is contested, unclear, disputed, or not sufficiently established by the resolution date, this will not qualify, and the market will resolve to “No”.

The primary resolution source will be official statements from the relevant governments and militaries, along with a consensus of credible reporting."
2133404,6,Iran strikes & military action,Iran closes its airspace by May 8?,"This market will resolve to “Yes” if Iran initiates a major closure of its airspace, that is not solely due to weather conditions, by the listed date, 11:59 PM ET. Otherwise, this market will resolve to “No”.

A “major closure” is defined as a broad closure, cancellation, or suspension of commercial flights transiting, arriving in, and departing from Iranian airspace or a major Iranian Airspace region. A qualifying closure must apply generally to flights across Iran or a major Iranian airspace region. Limited cancellations, delays, or other partial closures will not qualify. Limited exceptions to a broad closure, however, will not disqualify such a closure from counting (e.g. exceptions for certain flights pre-approved by the Iranian Civil Aviation Authority may be permitted). 

Any non-weather complete suspension of commercial arrivals and departures affecting at least two of the following airports will qualify: Imam Khomeini International Airport (IKA), Mehrabad Airport (THR), Mashhad International Airport (MHD), Shiraz International Airport (SYZ), or Isfahan International Airport (IFN).

Qualifying previous examples include the January 2026 total closure of Iranian airspace except to international flights with express governmental permission (https://www.reuters.com/world/middle-east/iran-shuts-airspace-most-flights-flightradar24-says-2026-01-14/) and the April 2024 closure of Iran’s western airspace (https://www.reuters.com/world/middle-east/iranian-airports-cancel-flights-until-monday-morning-2024-04-14/). Non-qualifying examples include the January 27, 2026 partial closure of Iranian airspace around the Strait of Hormuz (https://www.aa.com.tr/en/middle-east/iran-issues-airspace-notice-for-military-drills-near-strait-of-hormuz/3812508) and the January 25 - April 25, 2026 VFR (Visual Flight Rules) flights suspension which did not broadly close commercial aviation in a qualifying region (https://www.intellinews.com/iran-suspends-general-aviation-and-vfr-flights-in-new-airspace-directive-421997/).

Warnings, No-Fly-Zones, or other flight restrictions imposed by airlines or countries other than Iran will not be sufficient for a “Yes” resolution.

Airspace closures which occur solely due to weather conditions will not qualify.

The primary resolution sources for this market will be official information from Iranian aviation authorities and a consensus of credible reporting."
2133405,6,Iran strikes & military action,Iran closes its airspace by May 31?,"This market will resolve to “Yes” if Iran initiates a major closure of its airspace, that is not solely due to weather conditions, by the listed date, 11:59 PM ET. Otherwise, this market will resolve to “No”.

A “major closure” is defined as a broad closure, cancellation, or suspension of commercial flights transiting, arriving in, and departing from Iranian airspace or a major Iranian Airspace region. A qualifying closure must apply generally to flights across Iran or a major Iranian airspace region. Limited cancellations, delays, or other partial closures will not qualify. Limited exceptions to a broad closure, however, will not disqualify such a closure from counting (e.g. exceptions for certain flights pre-approved by the Iranian Civil Aviation Authority may be permitted). 

Any non-weather complete suspension of commercial arrivals and departures affecting at least two of the following airports will qualify: Imam Khomeini International Airport (IKA), Mehrabad Airport (THR), Mashhad International Airport (MHD), Shiraz International Airport (SYZ), or Isfahan International Airport (IFN).

Qualifying previous examples include the January 2026 total closure of Iranian airspace except to international flights with express governmental permission (https://www.reuters.com/world/middle-east/iran-shuts-airspace-most-flights-flightradar24-says-2026-01-14/) and the April 2024 closure of Iran’s western airspace (https://www.reuters.com/world/middle-east/iranian-airports-cancel-flights-until-monday-morning-2024-04-14/). Non-qualifying examples include the January 27, 2026 partial closure of Iranian airspace around the Strait of Hormuz (https://www.aa.com.tr/en/middle-east/iran-issues-airspace-notice-for-military-drills-near-strait-of-hormuz/3812508) and the January 25 - April 25, 2026 VFR (Visual Flight Rules) flights suspension which did not broadly close commercial aviation in a qualifying region (https://www.intellinews.com/iran-suspends-general-aviation-and-vfr-flights-in-new-airspace-directive-421997/).

Warnings, No-Fly-Zones, or other flight restrictions imposed by airlines or countries other than Iran will not be sufficient for a “Yes” resolution.

Airspace closures which occur solely due to weather conditions will not qualify.

The primary resolution sources for this market will be official information from Iranian aviation authorities and a consensus of credible reporting."
2166353,6,Iran strikes & military action,Iran closes its airspace by May 15?,"This market will resolve to “Yes” if Iran initiates a major closure of its airspace, that is not solely due to weather conditions, by the listed date, 11:59 PM ET. Otherwise, this market will resolve to “No”.

A “major closure” is defined as a broad closure, cancellation, or suspension of commercial flights transiting, arriving in, and departing from Iranian airspace or a major Iranian Airspace region. A qualifying closure must apply generally to flights across Iran or a major Iranian airspace region. Limited cancellations, delays, or other partial closures will not qualify. Limited exceptions to a broad closure, however, will not disqualify such a closure from counting (e.g. exceptions for certain flights pre-approved by the Iranian Civil Aviation Authority may be permitted). 

Any non-weather complete suspension of commercial arrivals and departures affecting at least two of the following airports will qualify: Imam Khomeini International Airport (IKA), Mehrabad Airport (THR), Mashhad International Airport (MHD), Shiraz International Airport (SYZ), or Isfahan International Airport (IFN).

Qualifying previous examples include the January 2026 total closure of Iranian airspace except to international flights with express governmental permission (https://www.reuters.com/world/middle-east/iran-shuts-airspace-most-flights-flightradar24-says-2026-01-14/) and the April 2024 closure of Iran’s western airspace (https://www.reuters.com/world/middle-east/iranian-airports-cancel-flights-until-monday-morning-2024-04-14/). Non-qualifying examples include the January 27, 2026 partial closure of Iranian airspace around the Strait of Hormuz (https://www.aa.com.tr/en/middle-east/iran-issues-airspace-notice-for-military-drills-near-strait-of-hormuz/3812508) and the January 25 - April 25, 2026 VFR (Visual Flight Rules) flights suspension which did not broadly close commercial aviation in a qualifying region (https://www.intellinews.com/iran-suspends-general-aviation-and-vfr-flights-in-new-airspace-directive-421997/).

Warnings, No-Fly-Zones, or other flight restrictions imposed by airlines or countries other than Iran will not be sufficient for a “Yes” resolution.

Airspace closures which occur solely due to weather conditions will not qualify.

The primary resolution sources for this market will be official information from Iranian aviation authorities and a consensus of credible reporting."
