market_id,slug,question,n_outcomes
581639,french-election-called-by-december-31-355-325-146-483-711,French election called by December 31?,1
581644,french-election-called-by-september-15,French election called by September 15?,1
623307,french-election-called-by-october-31-356-981,French election called by October 31?,1
623607,french-election-called-by-october-10,French election called by October 10?,1
623608,french-election-called-by-october-17,French election called by October 17?,1
644804,french-election-called-by-june-30-2026-532,"French election called by June 30, 2026?",1
651769,french-election-called-by-november-30,French election called by November 30?,1
825441,will-derek-grasty-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Derek Grasty advance from the 2026 California Governor primary election?,1
825443,will-xavier-becerra-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Xavier Becerra advance from the 2026 California Governor primary election?,1
825445,will-ian-calderon-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Ian Calderon advance from the 2026 California Governor primary election?,1
825447,will-thunder-parley-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Thunder Parley advance from the 2026 California Governor primary election?,1
825449,will-raji-rab-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Raji Rab advance from the 2026 California Governor primary election?,1
825451,will-eric-swalwell-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Eric Swalwell advance from the 2026 California Governor primary election?,1
825453,will-antonio-villaraigosa-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Antonio Villaraigosa advance from the 2026 California Governor primary election?,1
825455,will-dylan-colbert-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Dylan Colbert advance from the 2026 California Governor primary election?,1
825457,will-chad-bianco-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Chad Bianco advance from the 2026 California Governor primary election?,1
825459,will-sharifah-hardie-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Sharifah Hardie advance from the 2026 California Governor primary election?,1
825461,will-brandon-jones-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Brandon Jones advance from the 2026 California Governor primary election?,1
825463,will-daniel-mercuri-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Daniel Mercuri advance from the 2026 California Governor primary election?,1
825465,will-david-serpa-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will David Serpa advance from the 2026 California Governor primary election?,1
825467,will-javen-allen-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Javen Allen advance from the 2026 California Governor primary election?,1
825469,will-david-thelen-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will David Thelen advance from the 2026 California Governor primary election?,1
825471,will-ramsey-robinson-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Ramsey Robinson advance from the 2026 California Governor primary election?,1
825473,will-butch-ware-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Butch Ware advance from the 2026 California Governor primary election?,1
825442,will-ethan-agarwal-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Ethan Agarwal advance from the 2026 California Governor primary election?,1
825444,will-carolina-buhler-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Carolina Buhler advance from the 2026 California Governor primary election?,1
825446,will-zoltan-istvan-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Zoltan Istvan advance from the 2026 California Governor primary election?,1
825448,will-katie-porter-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Katie Porter advance from the 2026 California Governor primary election?,1
825450,will-tom-steyer-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Tom Steyer advance from the 2026 California Governor primary election?,1
825452,will-tony-thurmond-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Tony Thurmond advance from the 2026 California Governor primary election?,1
825454,will-betty-yee-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Betty Yee advance from the 2026 California Governor primary election?,1
825456,will-ch-ahn-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Ché Ahn advance from the 2026 California Governor primary election?,1
825458,will-sophia-brink-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Sophia Brink advance from the 2026 California Governor primary election?,1
825460,will-steve-hilton-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Steve Hilton advance from the 2026 California Governor primary election?,1
825462,will-kyle-langford-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Kyle Langford advance from the 2026 California Governor primary election?,1
825464,will-jimmy-parker-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Jimmy Parker advance from the 2026 California Governor primary election?,1
825466,will-leo-zacky-advance-from-the-2026-california-governor-primary-election,Will Leo Zacky advance from the 2026 California Governor primary election?,1
825468,will-ryan-tillman-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Ryan Tillman advance from the 2026 California Governor primary election?,1
825470,will-leonard-jackson-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Leonard Jackson advance from the 2026 California Governor primary election?,1
825472,will-nicholas-thompson-get-the-first-or-second-most-votes-in-the-2026-california-governor-primary-election,Will Nicholas Thompson advance from the 2026 California Governor primary election?,1
954966,will-nicki-minaj-advance-from-the-2026-california-governor-primary-election,Will Nicki Minaj advance from the 2026 California Governor primary election?,1
1237410,will-matt-mahan-advance-from-the-2026-california-governor-primary-election,Will Matt Mahan advance from the 2026 California Governor primary election?,1
1559772,will-elaine-culotti-advance-from-the-2026-california-governor-primary-election,Will Elaine Culotti advance from the 2026 California Governor primary election?,1
568116,will-trump-be-impeached-by-december-31-2026,Will Trump be impeached by end of 2026?,1
619169,will-the-gop-use-nuclear-option-to-break-filibuster-by-october-31,Will the GOP use 'Nuclear Option' to break filibuster by October 31?,1
657471,will-the-gop-use-nuclear-option-to-break-filibuster-by-december-31,GOP uses 'Nuclear Option' to break filibuster by December 31?,1
677320,gop-uses-nuclear-option-to-break-filibuster-by-march-31-2026,"GOP uses 'Nuclear Option' to break filibuster by March 31, 2026?",1
1090190,gop-uses-nuclear-option-to-break-filibuster-by-december-31-2026,"GOP uses 'Nuclear Option' to break filibuster by December 31, 2026?",1
566760,will-trump-pardon-ghislaine-maxwell,Will Trump pardon Ghislaine Maxwell by end of 2026?,1
884888,tim-walz-charged-by-march-31,"Tim Walz charged by March 31, 2026?",1
1046969,tim-walz-charged-by-december-31-2026,"Tim Walz charged by December 31, 2026?",1
2126997,ruben-rocha-out-as-governor-of-sinaloa-by-may-31,Ruben Rocha out as Governor of Sinaloa by May 31?,1
2326049,ruben-rocha-out-as-governor-of-sinaloa-by-june-30,Ruben Rocha out as Governor of Sinaloa by June 30?,1
1403679,romanian-pm-bolojan-out-by-december-31-832-595,Romanian PM Bolojan out by December 31?,1
2158709,romanian-pm-bolojan-out-by-june-30,Romanian PM Bolojan out by June 30?,1
2166347,romanian-pm-bolojan-out-by-may-31,Romanian PM Bolojan out by May 31?,1
1553247,save-act-becomes-law-by-april-30-2026,"SAVE Act becomes law by April 30, 2026?",1
1553248,save-act-becomes-law-by-december-31-2026-347,"SAVE Act becomes law by December 31, 2026?",1
2097633,save-act-becomes-law-by-may-31-2026,"SAVE Act becomes law by May 31, 2026?",1
2365109,save-act-becomes-law-by-june-30-2026,"SAVE Act becomes law by June 30, 2026?",1
568117,will-trump-resign-by-december-31-2026,"Will Trump resign by December 31, 2026?",1
665209,will-trump-be-impeached-by-june-30,Will Trump be impeached by June 30?,1
601921,will-tarcisio-de-frietas-qualify-for-brazils-presidential-runoff,Will Tarcisio de Frietas qualify for Brazil's presidential runoff?,1
601922,will-luiz-incio-lula-da-silva-qualify-for-brazils-presidential-runoff,Will Luiz Inácio Lula da Silva qualify for Brazil's presidential runoff?,1
601923,will-jair-bolsonaro-qualify-for-brazils-presidential-runoff,Will Jair Bolsonaro qualify for Brazil's presidential runoff?,1
601924,will-fernando-haddad-qualify-for-brazils-presidential-runoff,Will Fernando Haddad qualify for Brazil's presidential runoff?,1
601925,will-michelle-bolsonaro-qualify-for-brazils-presidential-runoff,Will Michelle Bolsonaro qualify for Brazil's presidential runoff?,1
898654,will-flavio-bolsonaro-qualify-for-brazils-presidential-runoff,Will Flavio Bolsonaro qualify for Brazil's presidential runoff?,1
631317,lecornu-out-as-french-pm-by-october-31,Lecornu  out as French PM by October 31?,1
631316,lecornu-out-as-french-pm-by-december-31-395-183,Lecornu  out as French PM by December 31?,1
651772,lecornu-out-as-french-pm-by-november-30,Lecornu  out as French PM by November 30?,1
813507,lecornu-out-as-french-pm-by-june-30-2026,"Lecornu  out as French PM by June 30, 2026?",1
813508,lecornu-out-as-french-pm-by-december-31-2026,"Lecornu  out as French PM by December 31, 2026?",1
1316930,will-anyone-be-jailed-over-epstein-disclosures,Will anyone be jailed over Epstein disclosures? ,1
734792,will-donald-trump-visit-alabama-in-2026,Will Donald Trump visit Alabama in 2026?,1
734802,will-donald-trump-visit-arizona-in-2026,Will Donald Trump visit Arizona in 2026?,1
734813,will-donald-trump-visit-california-in-2026,Will Donald Trump visit California in 2026?,1
734823,will-donald-trump-visit-connecticut-in-2026,Will Donald Trump visit Connecticut in 2026?,1
734834,will-donald-trump-visit-florida-in-2026,Will Donald Trump visit Florida in 2026?,1
734844,will-donald-trump-visit-hawaii-in-2026,Will Donald Trump visit Hawaii in 2026?,1
734859,will-donald-trump-visit-illinois-in-2026,Will Donald Trump visit Illinois in 2026?,1
734870,will-donald-trump-visit-iowa-in-2026,Will Donald Trump visit Iowa in 2026?,1
734873,will-donald-trump-visit-kentucky-in-2026,Will Donald Trump visit Kentucky in 2026?,1
734875,will-donald-trump-visit-maine-in-2026,Will Donald Trump visit Maine in 2026?,1
734877,will-donald-trump-visit-massachusetts-in-2026,Will Donald Trump visit Massachusetts in 2026?,1
734879,will-donald-trump-visit-minnesota-in-2026,Will Donald Trump visit Minnesota in 2026?,1
734881,will-donald-trump-visit-missouri-in-2026,Will Donald Trump visit Missouri in 2026?,1
734883,will-donald-trump-visit-nebraska-in-2026,Will Donald Trump visit Nebraska in 2026?,1
734885,will-donald-trump-visit-new-hampshire-in-2026,Will Donald Trump visit New Hampshire in 2026?,1
734887,will-donald-trump-visit-new-mexico-in-2026,Will Donald Trump visit New Mexico in 2026?,1
734889,will-donald-trump-visit-north-carolina-in-2026,Will Donald Trump visit North Carolina in 2026?,1
734891,will-donald-trump-visit-ohio-in-2026,Will Donald Trump visit Ohio in 2026?,1
734893,will-donald-trump-visit-oregon-in-2026,Will Donald Trump visit Oregon in 2026?,1
734895,will-donald-trump-visit-rhode-island-in-2026,Will Donald Trump visit Rhode Island in 2026?,1
734897,will-donald-trump-visit-south-dakota-in-2026,Will Donald Trump visit South Dakota in 2026?,1
734899,will-donald-trump-visit-texas-in-2026,Will Donald Trump visit Texas in 2026?,1
734901,will-donald-trump-visit-vermont-in-2026,Will Donald Trump visit Vermont in 2026?,1
734903,will-donald-trump-visit-washington-in-2026,Will Donald Trump visit Washington in 2026?,1
734905,will-donald-trump-visit-wisconsin-in-2026,Will Donald Trump visit Wisconsin in 2026?,1
734796,will-donald-trump-visit-alaska-in-2026,Will Donald Trump visit Alaska in 2026?,1
734808,will-donald-trump-visit-arkansas-in-2026,Will Donald Trump visit Arkansas in 2026?,1
734816,will-donald-trump-visit-colorado-in-2026,Will Donald Trump visit Colorado in 2026?,1
734828,will-donald-trump-visit-delaware-in-2026,Will Donald Trump visit Delaware in 2026?,1
734839,will-donald-trump-visit-georgia-in-2026,Will Donald Trump visit Georgia in 2026?,1
734852,will-donald-trump-visit-idaho-in-2026,Will Donald Trump visit Idaho in 2026?,1
734865,will-donald-trump-visit-indiana-in-2026,Will Donald Trump visit Indiana in 2026?,1
734872,will-donald-trump-visit-kansas-in-2026,Will Donald Trump visit Kansas in 2026?,1
734874,will-donald-trump-visit-louisiana-in-2026,Will Donald Trump visit Louisiana in 2026?,1
734876,will-donald-trump-visit-maryland-in-2026,Will Donald Trump visit Maryland in 2026?,1
734878,will-donald-trump-visit-michigan-in-2026,Will Donald Trump visit Michigan in 2026?,1
734880,will-donald-trump-visit-mississippi-in-2026,Will Donald Trump visit Mississippi in 2026?,1
734882,will-donald-trump-visit-montana-in-2026,Will Donald Trump visit Montana in 2026?,1
734884,will-donald-trump-visit-nevada-in-2026,Will Donald Trump visit Nevada in 2026?,1
734886,will-donald-trump-visit-new-jersey-in-2026,Will Donald Trump visit New Jersey in 2026?,1
734888,will-donald-trump-visit-new-york-in-2026,Will Donald Trump visit New York in 2026?,1
734890,will-donald-trump-visit-north-dakota-in-2026,Will Donald Trump visit North Dakota in 2026?,1
734892,will-donald-trump-visit-oklahoma-in-2026,Will Donald Trump visit Oklahoma in 2026?,1
734894,will-donald-trump-visit-pennsylvania-in-2026,Will Donald Trump visit Pennsylvania in 2026?,1
734896,will-donald-trump-visit-south-carolina-in-2026,Will Donald Trump visit South Carolina in 2026?,1
734898,will-donald-trump-visit-tennessee-in-2026,Will Donald Trump visit Tennessee in 2026?,1
734900,will-donald-trump-visit-utah-in-2026,Will Donald Trump visit Utah in 2026?,1
734902,will-donald-trump-visit-virginia-in-2026,Will Donald Trump visit Virginia in 2026?,1
734904,will-donald-trump-visit-west-virginia-in-2026,Will Donald Trump visit West Virginia in 2026?,1
734906,will-donald-trump-visit-wyoming-in-2026,Will Donald Trump visit Wyoming in 2026?,1
2125853,will-california-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will California use a new congressional map for the 2026 United States midterm elections?,1
2125859,will-louisiana-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Louisiana use a new congressional map for the 2026 United States midterm elections?,1
2125861,will-virginia-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Virginia use a new congressional map for the 2026 United States midterm elections?,1
2125863,will-south-carolina-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will South Carolina use a new congressional map for the 2026 United States midterm elections?,1
2125873,will-maryland-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Maryland use a new congressional map for the 2026 United States midterm elections?,1
2125854,will-texas-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Texas use a new congressional map for the 2026 United States midterm elections?,1
2125856,will-ohio-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Ohio use a new congressional map for the 2026 United States midterm elections?,1
2125857,will-utah-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Utah use a new congressional map for the 2026 United States midterm elections?,1
2125860,will-missouri-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Missouri use a new congressional map for the 2026 United States midterm elections?,1
2125865,will-kansas-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Kansas use a new congressional map for the 2026 United States midterm elections?,1
2125868,will-washington-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Washington use a new congressional map for the 2026 United States midterm elections?,1
2125870,will-illinois-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Illinois use a new congressional map for the 2026 United States midterm elections?,1
2125872,will-new-york-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will New York use a new congressional map for the 2026 United States midterm elections?,1
2125855,will-north-carolina-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will North Carolina use a new congressional map for the 2026 United States midterm elections?,1
2125858,will-florida-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Florida use a new congressional map for the 2026 United States midterm elections?,1
2125866,will-new-jersey-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will New Jersey use a new congressional map for the 2026 United States midterm elections?,1
2125869,will-nebraska-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Nebraska use a new congressional map for the 2026 United States midterm elections?,1
2125871,will-minnesota-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Minnesota use a new congressional map for the 2026 United States midterm elections?,1
2125862,will-alabama-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Alabama use a new congressional map for the 2026 United States midterm elections?,1
2125864,will-georgia-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Georgia use a new congressional map for the 2026 United States midterm elections?,1
2125867,will-indiana-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Indiana use a new congressional map for the 2026 United States midterm elections?,1
2125874,will-wisconsin-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Wisconsin use a new congressional map for the 2026 United States midterm elections?,1
2181944,will-tennessee-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Tennessee use a new congressional map for the 2026 United States midterm elections?,1
2181945,will-mississippi-use-a-new-congressional-map-for-the-2026-united-states-midterm-elections,Will Mississippi use a new congressional map for the 2026 United States midterm elections?,1
1986647,tamas-sulyok-out-as-president-of-hungary-by-june-30,Tamas Sulyok out as President of Hungary by June 30?,1
664045,will-mamdani-freeze-nyc-rents-before-2027,Will Mamdani freeze NYC rents before 2027?,1
663912,mamdani-opens-city-owned-grocery-store-by-june-30,Mamdani opens city-owned grocery store  by June 30?,1
2159620,will-the-senate-pass-a-reconciliation-bill-by-may-15,Will the Senate pass a reconciliation bill by May 15?,1
2159622,will-the-senate-pass-a-reconciliation-bill-by-may-31,Will the Senate pass a reconciliation bill by May 31?,1
2159621,will-the-senate-pass-a-reconciliation-bill-by-may-22,Will the Senate pass a reconciliation bill by May 22?,1
2324725,will-the-senate-pass-a-reconciliation-bill-by-june-30-382,Will the Senate pass a reconciliation bill by June 30?,1
2325720,will-the-senate-pass-a-reconciliation-bill-by-june-2,Will the Senate pass a reconciliation bill by June 2?,1
2325721,will-the-senate-pass-a-reconciliation-bill-by-june-5-388,Will the Senate pass a reconciliation bill by June 5?,1
2325722,will-the-senate-pass-a-reconciliation-bill-by-june-13-728,Will the Senate pass a reconciliation bill by June 13?,1
2127064,sinaloa-gov-ruben-rocha-extradited-to-us-by-june-30,Sinaloa Gov. Ruben Rocha extradited to US by June 30?,1
2127392,sinaloa-gov-ruben-rocha-extradited-to-us-by-may-15,Sinaloa Gov. Ruben Rocha extradited to US by May 15?,1
1568242,will-the-slovenian-democratic-party-sds-be-part-of-the-next-government-of-slovenia-311,Will the Slovenian Democratic Party (SDS) be part of the next Government of Slovenia?,1
1568244,will-the-social-democrats-sd-be-part-of-the-next-government-of-slovenia-836,Will the Social Democrats (SD) be part of the next Government of Slovenia?,1
1568245,will-the-democrats-d-be-part-of-the-next-government-of-slovenia-848,Will the Democrats (D) be part of the next Government of Slovenia?,1
1568247,will-the-left-levica-be-part-of-the-next-government-of-slovenia-424,Will The Left (Levica) be part of the next Government of Slovenia?,1
1568243,will-the-freedom-movement-gs-be-part-of-the-next-government-of-slovenia-786,Will the Freedom Movement (GS) be part of the next Government of Slovenia?,1
1568246,will-new-slovenia-christian-democrats-nsi-be-part-of-the-next-government-of-slovenia-633,Will New Slovenia – Christian Democrats (NSi) be part of the next Government of Slovenia?,1
1568249,will-resnica-res-be-part-of-the-next-government-of-slovenia-399,Will Resni.ca (Res) be part of the next Government of Slovenia?,1
1568250,will-mi-socialisti-mi-be-part-of-the-next-government-of-slovenia-663,"Will Mi, socialisti! (Mi!) be part of the next Government of Slovenia?",1
1568251,will-vesna-green-party-vesna-be-part-of-the-next-government-of-slovenia-611,Will Vesna – Green Party (Vesna) be part of the next Government of Slovenia?,1
1568252,will-the-slovenian-national-party-sns-be-part-of-the-next-government-of-slovenia-731,Will the Slovenian National Party (SNS) be part of the next Government of Slovenia?,1
1568253,will-the-pirate-party-of-slovenia-pps-be-part-of-the-next-government-of-slovenia-898,Will the Pirate Party of Slovenia (PPS) be part of the next Government of Slovenia?,1
1568254,will-the-slovenian-peoples-party-sls-be-part-of-the-next-government-of-slovenia-592,Will the Slovenian People’s Party (SLS) be part of the next Government of Slovenia?,1
1568256,will-our-country-nd-be-part-of-the-next-government-of-slovenia-441,Will Our Country (ND) be part of the next Government of Slovenia?,1
1568255,will-the-party-of-generations-sg-be-part-of-the-next-government-of-slovenia-488,Will the Party of Generations (SG) be part of the next Government of Slovenia?,1
1568257,will-prerod-party-of-vladimir-prebili-pvp-be-part-of-the-next-government-of-slovenia-433,Will Prerod – Party of Vladimir Prebilič (PVP) be part of the next Government of Slovenia?,1
665513,friedrich-merz-out-as-chancellor-of-germany-before-2027,Friedrich Merz out as Chancellor of Germany before 2027?,1
687673,will-trump-pardon-roger-ver-before-2027,Will Trump pardon Roger Ver before 2027?,1
687677,will-trump-pardon-elon-musk-before-2027,Will Trump pardon Elon Musk before 2027?,1
687681,will-trump-pardon-matt-gaetz-before-2027,Will Trump pardon Matt Gaetz before 2027?,1
687685,will-trump-pardon-joe-exotic-the-tiger-king-before-2027,"Will Trump pardon Joe Exotic ""The Tiger King"" before 2027?",1
687689,will-trump-pardon-ghislaine-maxwell-before-2027,Will Trump pardon Ghislaine Maxwell before 2027?,1
687671,will-trump-pardon-eric-adams-before-2027,Will Trump pardon Eric Adams before 2027?,1
687675,will-trump-pardon-himself-before-2027,Will Trump pardon Himself before 2027?,1
687679,will-trump-pardon-young-thug-before-2027,Will Trump pardon Young Thug before 2027?,1
687683,will-trump-pardon-roger-stone-before-2027,Will Trump pardon Roger Stone before 2027?,1
687687,will-trump-pardon-antoine-massey-before-2027,Will Trump pardon Antoine Massey before 2027?,1
687670,will-trump-pardon-sam-bankman-fried-before-2027,Will Trump pardon Sam Bankman-Fried before 2027?,1
687674,will-trump-pardon-julian-assange-before-2027,Will Trump pardon Julian Assange before 2027?,1
687678,will-trump-pardon-hunter-biden-before-2027,Will Trump pardon Hunter Biden before 2027?,1
687682,will-trump-pardon-daniel-penny-before-2027,Will Trump pardon Daniel Penny before 2027?,1
687686,will-trump-pardon-derek-chauvin-before-2027,Will Trump pardon Derek Chauvin before 2027?,1
687690,will-trump-pardon-do-kwon-before-2027,Will Trump pardon Do Kwon before 2027?,1
687672,will-trump-pardon-steve-bannon-before-2027,Will Trump pardon Steve Bannon before 2027?,1
687676,will-trump-pardon-diddy-before-2027,Will Trump pardon Diddy before 2027?,1
687680,will-trump-pardon-edward-snowden-before-2027,Will Trump pardon Edward Snowden before 2027?,1
687684,will-trump-pardon-bob-menendez-before-2027,Will Trump pardon Bob Menendez before 2027?,1
687688,will-trump-pardon-elizabeth-holmes-before-2027,Will Trump pardon Elizabeth Holmes before 2027?,1
822866,will-trump-pardon-ryan-salame-before-2027,Will Trump pardon Ryan Salame before 2027?,1
