market_id,slug,question,n_outcomes
1959319,us-x-iran-diplomatic-meeting-by-april-22-2026-321-831,"US x Iran diplomatic meeting by April 22, 2026?",1
1959320,us-x-iran-diplomatic-meeting-by-april-30-2026-299-459-263-225,"US x Iran diplomatic meeting by April 30, 2026?",1
2002696,us-x-iran-diplomatic-meeting-by-april-19-2026,"US x Iran diplomatic meeting by April 19, 2026?",1
2002698,us-x-iran-diplomatic-meeting-by-april-21-2026,"US x Iran diplomatic meeting by April 21, 2026?",1
2002697,us-x-iran-diplomatic-meeting-by-april-20-2026,"US x Iran diplomatic meeting by April 20, 2026?",1
2034715,us-x-iran-diplomatic-meeting-by-april-23-2026,"US x Iran diplomatic meeting by April 23, 2026?",1
2034746,us-x-iran-diplomatic-meeting-by-april-24-2026,"US x Iran diplomatic meeting by April 24, 2026?",1
2047408,us-x-iran-diplomatic-meeting-by-april-25-2026,"US x Iran diplomatic meeting by April 25, 2026?",1
2047410,us-x-iran-diplomatic-meeting-by-april-27-2026,"US x Iran diplomatic meeting by April 27, 2026?",1
2047412,us-x-iran-diplomatic-meeting-by-april-29-2026,"US x Iran diplomatic meeting by April 29, 2026?",1
2047423,us-x-iran-diplomatic-meeting-by-may-5-2026,"US x Iran diplomatic meeting by May 5, 2026?",1
2047409,us-x-iran-diplomatic-meeting-by-april-26-2026,"US x Iran diplomatic meeting by April 26, 2026?",1
2047411,us-x-iran-diplomatic-meeting-by-april-28-2026,"US x Iran diplomatic meeting by April 28, 2026?",1
2047424,us-x-iran-diplomatic-meeting-by-may-15-2026,"US x Iran diplomatic meeting by May 15, 2026?",1
2109449,us-x-iran-diplomatic-meeting-by-may-31-2026-283-616,"US x Iran diplomatic meeting by May 31, 2026?",1
2109450,us-x-iran-diplomatic-meeting-by-june-30-2026-983-259-948,"US x Iran diplomatic meeting by June 30, 2026?",1
2297890,us-x-iran-diplomatic-meeting-by-june-15-2026-671,"US x Iran diplomatic meeting by June 15, 2026?",1
2297874,us-x-iran-diplomatic-meeting-by-may-22-2026-516,"US x Iran diplomatic meeting by May 22, 2026?",1
2297891,us-x-iran-diplomatic-meeting-by-july-31-2026-436,"US x Iran diplomatic meeting by July 31, 2026?",1
2354043,us-x-iran-diplomatic-meeting-by-may-28-2026,"US x Iran diplomatic meeting by May 28, 2026?",1
2354044,us-x-iran-diplomatic-meeting-by-june-3-2026,"US x Iran diplomatic meeting by June 3, 2026?",1
2354045,us-x-iran-diplomatic-meeting-by-june-7-2026,"US x Iran diplomatic meeting by June 7, 2026?",1
1707932,will-the-iranian-regime-fall-by-may-31,Will the Iranian regime fall by May 31?,1
997488,will-trump-acquire-greenland-before-2027,Will Trump acquire Greenland before 2027?,1
665374,will-the-us-invade-iran-before-2027,Will the U.S. invade Iran before 2027?,1
1809560,strait-of-hormuz-traffic-returns-to-normal-by-end-of-may,Strait of Hormuz traffic returns to normal by end of May?,1
567621,will-china-invade-taiwan-before-2027,Will China invade Taiwan by end of 2026?,1
1972137,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-may-31-2026-313-388-459-589-533,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by May 31, 2026?",1
1961413,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-april-17-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 17, 2026?",1
1961410,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-april-12-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 12, 2026?",1
1961412,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-april-15-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 15, 2026?",1
1961414,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-april-19-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 19, 2026?",1
1961411,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-april-13-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 13, 2026?",1
1961415,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-april-30-2026-731,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 30, 2026?",1
2007028,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-april-23-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 23, 2026?",1
2007435,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-april-18-2026-229,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 18, 2026?",1
2119226,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-may-8-2026-522,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by May 8, 2026?",1
2119227,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-may-22-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by May 22, 2026?",1
2097821,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-may-15-2026-154,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by May 15, 2026?",1
2155023,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-june-30-2026-159-962,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by June 30, 2026?",1
2354024,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-june-15-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by June 15, 2026?",1
2354022,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-may-28-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by May 28, 2026?",1
2354023,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-june-7-2026,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by June 7, 2026?",1
1808970,us-obtains-iranian-enriched-uranium-by-may-31-396,US obtains Iranian enriched uranium by May 31?,1
2006982,us-obtains-iranian-enriched-uranium-by-april-30,US obtains Iranian enriched uranium by April 30?,1
2006983,us-obtains-iranian-enriched-uranium-by-december-31-725-733,US obtains Iranian enriched uranium by December 31?,1
2183424,us-obtains-iranian-enriched-uranium-by-june-30,US obtains Iranian enriched uranium by June 30?,1
2355076,us-obtains-iranian-enriched-uranium-by-july-31,US obtains Iranian enriched uranium by July 31?,1
1198710,will-reza-pahlavi-enter-iran-by-february-28,Will Reza Pahlavi enter Iran by February 28?,1
1198709,will-reza-pahlavi-enter-iran-by-march-31-282,Will Reza Pahlavi enter Iran by March 31?,1
1139293,will-reza-pahlavi-enter-iran-by-january-31-373,Will Reza Pahlavi enter Iran by January 31?,1
1090199,will-reza-pahlavi-enter-iran-by-june-30-555-947-362-379-213,Will Reza Pahlavi enter Iran by June 30?,1
1394086,will-reza-pahlavi-enter-iran-by-december-31-898-927,Will Reza Pahlavi enter Iran by December 31?,1
1662841,will-reza-pahlavi-enter-iran-by-april-30,Will Reza Pahlavi enter Iran by April 30?,1
1707943,will-reza-pahlavi-enter-iran-by-may-31,Will Reza Pahlavi enter Iran by May 31?,1
663583,will-the-iranian-regime-fall-by-the-end-of-2026,Will the Iranian regime fall before 2027?,1
1535971,iran-leadership-change-by-march-31,Iran leadership change by March 31?,1
1535973,iran-leadership-change-by-december-31-974-976-658-482-568,Iran leadership change by December 31?,1
1535970,iran-leadership-change-by-march-13,Iran leadership change by March 13?,1
1535972,iran-leadership-change-by-april-30,Iran leadership change by April 30?,1
1708132,iran-leadership-change-by-may-31-593-194-829,Iran leadership change by May 31?,1
1708133,iran-leadership-change-by-june-30-689-922,Iran leadership change by June 30?,1
589648,will-the-us-invade-venezuela-in-2025,"Will the U.S. invade Venezuela by December 31, 2025?",1
663544,will-the-us-invade-venezuela-by-march-31-2026-255,"Will the U.S. invade Venezuela by March 31, 2026?",1
956450,will-the-us-invade-venezuela-by-january-31-2026,"Will the U.S. invade Venezuela by January 31, 2026?",1
1107737,will-the-us-invade-venezuela-by-december-31-2026,"Will the U.S. invade Venezuela by December 31, 2026?",1
2354002,us-announces-new-iran-agreementceasefire-extension-by-may-28,US announces new Iran agreement/ceasefire extension by May 28?,1
2354003,us-announces-new-iran-agreementceasefire-extension-by-june-30-848-925,US announces new Iran agreement/ceasefire extension by June 30?,1
2354001,us-announces-new-iran-agreementceasefire-extension-by-may-27,US announces new Iran agreement/ceasefire extension by May 27?,1
2364498,us-announces-new-iran-agreementceasefire-extension-by-may-29,US announces new Iran agreement/ceasefire extension by May 29?,1
2364499,us-announces-new-iran-agreementceasefire-extension-by-may-30,US announces new Iran agreement/ceasefire extension by May 30?,1
2364500,us-announces-new-iran-agreementceasefire-extension-by-june-3-569,US announces new Iran agreement/ceasefire extension by June 3?,1
2340842,us-announces-new-iran-agreementceasefire-extension-by-may-26,US announces new Iran agreement/ceasefire extension by May 26?,1
2340839,us-announces-new-iran-agreementceasefire-extension-by-may-23,US announces new Iran agreement/ceasefire extension by May 23?,1
2340841,us-announces-new-iran-agreementceasefire-extension-by-may-25,US announces new Iran agreement/ceasefire extension by May 25?,1
2340840,us-announces-new-iran-agreementceasefire-extension-by-may-24,US announces new Iran agreement/ceasefire extension by May 24?,1
2340844,us-announces-new-iran-agreementceasefire-extension-by-june-7-265-824-655,US announces new Iran agreement/ceasefire extension by June 7?,1
2340843,us-announces-new-iran-agreementceasefire-extension-by-may-31-665-831-238,US announces new Iran agreement/ceasefire extension by May 31?,1
1731344,iran-agrees-to-surrender-enriched-uranium-stockpile-by-april-30-2026,"Iran agrees to surrender enriched uranium stockpile by April 30, 2026?",1
1731346,iran-agrees-to-surrender-enriched-uranium-stockpile-by-december-31-2026,"Iran agrees to surrender enriched uranium stockpile by December 31, 2026?",1
1731345,iran-agrees-to-surrender-enriched-uranium-stockpile-by-june-30-2026,"Iran agrees to surrender enriched uranium stockpile by June 30, 2026?",1
2126542,iran-agrees-to-surrender-enriched-uranium-stockpile-by-may-31-2026,"Iran agrees to surrender enriched uranium stockpile by May 31, 2026?",1
2355354,iran-agrees-to-surrender-enriched-uranium-stockpile-by-july-31-2026,"Iran agrees to surrender enriched uranium stockpile by July 31, 2026?",1
1472548,will-reza-pahlavi-lead-iran-in-2026,Will Reza Pahlavi lead Iran in 2026?,1
1971905,strait-of-hormuz-traffic-returns-to-normal-by-end-of-june,Strait of Hormuz traffic returns to normal by end of June?,1
1126504,will-the-us-acquire-any-part-of-greenland-in-2026,Will the US acquire part of Greenland in 2026?,1
559651,xi-jinping-out-before-2027,Xi Jinping out before 2027?,1
956590,will-china-invade-taiwan-by-june-30-2026,"Will China invade Taiwan by June 30, 2026?",1
666861,trump-out-as-president-before-2027,Trump out as President before 2027?,1
581165,israel-x-syria-security-agreement-by-september-30,Israel x Syria security agreement by September 30?,1
602010,israel-x-syria-security-agreement-by-december-31-629-842,Israel x Syria security agreement by December 31?,1
612709,israel-x-syria-security-agreement-by-october-31,Israel x Syria security agreement by October 31?,1
675787,israel-x-syria-security-agreement-by-november-30,Israel x Syria security agreement by November 30?,1
675788,israel-x-syria-security-agreement-by-january-31,Israel x Syria security agreement by January 31?,1
1116645,israel-x-syria-security-agreement-by-march-31,Israel x Syria security agreement by March 31?,1
1116646,israel-x-syria-security-agreement-by-june-30,Israel x Syria security agreement by June 30?,1
1170144,will-the-us-officially-declare-war-on-iran-by-december-31-2026-746,"Will the US officially declare war on Iran by December 31, 2026?",1
1170143,will-the-us-officially-declare-war-on-iran-by-march-31-2026,"Will the US officially declare war on Iran by March 31, 2026?",1
1707316,will-the-us-officially-declare-war-on-iran-by-april-30-2026,"Will the US officially declare war on Iran by April 30, 2026?",1
2111562,will-trump-agree-to-iranian-oil-sanction-relief-by-may-31,Will Trump agree to Iranian oil sanction relief by May 31?,1
2111564,will-trump-agree-to-unfreeze-iranian-assets-by-may-31,Will Trump agree to unfreeze Iranian assets by May 31?,1
2111561,will-trump-agree-to-iranian-enrichment-of-uranium-by-may-31,Will Trump agree to Iranian enrichment of uranium by May 31?,1
2111563,will-trump-agree-to-iranian-transit-fees-in-the-strait-of-hormuz-by-may-31,Will Trump agree to Iranian transit fees in the Strait of Hormuz by May 31?,1
546805,will-russia-capture-kostyantynivka-by-august-31,Will Russia capture Kostyantynivka by August 31?,1
546806,will-russia-capture-kostyantynivka-by-december-31-266-839-138,Will Russia capture Kostyantynivka by December 31?,1
560560,will-russia-capture-kostyantynivka-by-october-31-788,Will Russia capture Kostyantynivka by October 31?,1
575194,will-russia-capture-kostyantynivka-by-september-30-111,Will Russia capture Kostyantynivka by September 30?,1
642526,will-russia-capture-kostyantynivka-by-november-30,Will Russia capture Kostyantynivka by November 30?,1
898678,will-russia-capture-kostyantynivka-by-january-31,Will Russia capture Kostyantynivka by January 31?,1
677361,will-russia-capture-kostyantynivka-by-march-31-872-578,Will Russia capture Kostyantynivka by March 31?,1
677366,will-russia-capture-kostyantynivka-by-december-31-2026-936-942-271-276-578-687,"Will Russia capture Kostyantynivka by December 31, 2026?",1
956942,will-russia-capture-kostyantynivka-by-february-28,Will Russia capture Kostyantynivka by February 28?,1
1397260,will-russia-capture-kostyantynivka-by-june-30-382-954-769,Will Russia capture Kostyantynivka by June 30?,1
1397301,will-russia-capture-kostyantynivka-by-april-30,Will Russia capture Kostyantynivka by April 30?,1
2047653,will-russia-capture-kostyantynivka-by-may-31,Will Russia capture Kostyantynivka by May 31?,1
2159718,will-russia-capture-kostyantynivka-by-september-30,Will Russia capture Kostyantynivka by September 30?,1
1094735,will-mara-corina-machado-enter-venezuela-by-january-31-859-245,Will María Corina Machado enter Venezuela by January 31?,1
1106813,will-mara-corina-machado-enter-venezuela-by-march-31-426-698-771,Will María Corina Machado enter Venezuela by March 31?,1
1106815,will-mara-corina-machado-enter-venezuela-by-january-9-994,Will María Corina Machado enter Venezuela by January 9?,1
1223511,will-mara-corina-machado-enter-venezuela-by-january-24-651,Will María Corina Machado enter Venezuela by January 24?,1
1483606,will-mara-corina-machado-enter-venezuela-by-march-8,Will María Corina Machado enter Venezuela by March 8?,1
1540956,will-mara-corina-machado-enter-venezuela-by-april-30,Will María Corina Machado enter Venezuela by April 30?,1
1845280,will-mara-corina-machado-enter-venezuela-by-may-31,Will María Corina Machado enter Venezuela by May 31?,1
1845281,will-mara-corina-machado-enter-venezuela-by-june-30,Will María Corina Machado enter Venezuela by June 30?,1
665480,will-us-withdraw-from-nato-before-2027-348-975-598-224-737,Will US withdraw from NATO before 2027?,1
1820098,will-us-withdraw-from-nato-by-april-30-583-663,Will US withdraw from NATO by April 30?,1
1992954,will-us-withdraw-from-nato-by-june-30,Will US withdraw from NATO by June 30?,1
548083,will-russia-invade-a-nato-country-in-2025,Will Russia invade a NATO country in 2025?,1
610256,will-russia-invade-a-nato-country-by-june-30-2026,"Will Russia invade a NATO country by June 30, 2026?",1
1107581,us-strike-on-cuba-by-march-31,US strike on Cuba by March 31?,1
1107560,us-strike-on-cuba-by-january-31,US strike on Cuba by January 31?,1
1107582,us-strike-on-cuba-by-december-31,US strike on Cuba by December 31?,1
2111640,us-iran-nuclear-deal-by-may-31-974,US-Iran nuclear deal by May 31?,1
560317,putin-out-before-2027,"Putin out as President of Russia by December 31, 2026?",1
628889,israel-x-hamas-ceasefire-cancelled-by-october-31,Israel x Hamas ceasefire cancelled by October 31?,1
631099,israel-x-hamas-ceasefire-cancelled-by-december-31-672-844,Israel x Hamas ceasefire cancelled by December 31?,1
654676,israel-x-hamas-ceasefire-cancelled-by-november-30-546-524,Israel x Hamas ceasefire cancelled by November 30?,1
654677,israel-x-hamas-ceasefire-cancelled-by-november-7-918,Israel x Hamas ceasefire cancelled by November 7?,1
664748,israel-x-hamas-ceasefire-cancelled-by-march-31-2026-824,"Israel x Hamas ceasefire cancelled by March 31, 2026?",1
1090488,israel-x-hamas-ceasefire-cancelled-by-january-31,Israel x Hamas ceasefire cancelled by January 31?,1
1090489,israel-x-hamas-ceasefire-cancelled-by-june-30,Israel x Hamas ceasefire cancelled by June 30?,1
957019,us-iran-nuclear-deal-by-june-30,US-Iran nuclear deal by June 30?,1
1107381,us-strike-on-mexico-by-december-31,US strike on Mexico by December 31?,1
1107361,us-strike-on-mexico-by-january-31,US strike on Mexico by January 31?,1
1107380,us-strike-on-mexico-by-march-31,US strike on Mexico by March 31?,1
950187,will-the-us-officially-declare-war-on-venezuela-by-june-30-2026,"Will the US officially declare war on Venezuela by June 30, 2026?",1
940692,will-the-us-officially-declare-war-on-venezuela-in-2025,Will the US officially declare war on Venezuela in 2025?,1
2159725,israel-closes-its-airspace-by-may-8,Israel closes its airspace by May 8?,1
2159726,israel-closes-its-airspace-by-may-31,Israel closes its airspace by May 31?,1
2296151,israel-closes-its-airspace-by-may-24,Israel closes its airspace by May 24?,1
2296152,israel-closes-its-airspace-by-june-15-687,Israel closes its airspace by June 15?,1
2241674,israel-closes-its-airspace-by-june-30-324,Israel closes its airspace by June 30?,1
1607575,bab-el-mandeb-strait-effectively-closed-by-march-31,Bab el-Mandeb Strait effectively closed by March 31?,1
1609728,bab-el-mandeb-strait-effectively-closed-by-april-30,Bab el-Mandeb Strait effectively closed by April 30?,1
1980863,bab-el-mandeb-strait-effectively-closed-by-may-31,Bab el-Mandeb Strait effectively closed by May 31?,1
2170254,bab-el-mandeb-strait-effectively-closed-by-june-30,Bab el-Mandeb Strait effectively closed by June 30?,1
2170255,bab-el-mandeb-strait-effectively-closed-by-september-30,Bab el-Mandeb Strait effectively closed by September 30?,1
956370,xi-jinping-out-by,Xi Jinping out by June 30?,1
958448,putin-out-as-president-of-russia-by-june-30,Putin out as President of Russia by June 30?,1
2002563,israel-x-iran-permanent-peace-deal-by-april-30-2026,"Israel x Iran permanent peace deal by April 30, 2026?",1
2002562,israel-x-iran-permanent-peace-deal-by-april-22-2026,"Israel x Iran permanent peace deal by April 22, 2026?",1
2002564,israel-x-iran-permanent-peace-deal-by-june-30-2026-262,"Israel x Iran permanent peace deal by June 30, 2026?",1
2126515,israel-x-iran-permanent-peace-deal-by-may-31-2026,"Israel x Iran permanent peace deal by May 31, 2026?",1
2126517,israel-x-iran-permanent-peace-deal-by-december-31-2026,"Israel x Iran permanent peace deal by December 31, 2026?",1
2126516,israel-x-iran-permanent-peace-deal-by-september-30-2026,"Israel x Iran permanent peace deal by September 30, 2026?",1
665228,will-hezbollah-disarm-by-march-31,Will Hezbollah disarm by March 31?,1
1323083,will-hezbollah-disarm-by-december-31-632-848,Will Hezbollah disarm by December 31?,1
1929172,will-hezbollah-disarm-by-april-30-343,Will Hezbollah disarm by April 30?,1
628926,israel-x-hamas-ceasefire-phase-ii-by-october-31,Israel x Hamas Ceasefire Phase II by October 31?,1
629776,israel-x-hamas-ceasefire-phase-ii-by-december-31-521,Israel x Hamas Ceasefire Phase II by December 31?,1
898685,israel-x-hamas-ceasefire-phase-ii-by-march-31-117-352,Israel x Hamas Ceasefire Phase II by March 31?,1
657427,israel-x-hamas-ceasefire-phase-ii-by-november-30,Israel x Hamas Ceasefire Phase II by November 30?,1
957644,israel-x-hamas-ceasefire-phase-ii-by-january-31,Israel x Hamas Ceasefire Phase II by January 31?,1
957645,israel-x-hamas-ceasefire-phase-ii-by-february-28,Israel x Hamas Ceasefire Phase II by February 28?,1
957646,israel-x-hamas-ceasefire-phase-ii-by-june-30,Israel x Hamas Ceasefire Phase II by June 30?,1
1097263,nicols-maduro-released-from-custody-by-december-31-2026,"Nicolás Maduro released from custody by December 31, 2026?",1
1096292,nicols-maduro-released-from-custody-by-january-9-2026,"Nicolás Maduro released from custody by January 9, 2026?",1
1096293,nicols-maduro-released-from-custody-by-january-31-2026,"Nicolás Maduro released from custody by January 31, 2026?",1
522057,ukraine-recognizes-russian-sovereignty-over-ukrainian-territory-in-2025,"Ukraine recognizes Russian sovereignty over its territory by December 31, 2025?",1
610379,ukraine-recognizes-russian-sovereignty-over-its-territory-by-june-30-2026,"Ukraine recognizes Russian sovereignty over its territory by June 30, 2026?",1
1323364,ukraine-recognizes-russian-sovereignty-over-its-territory-by-december-31-2026,"Ukraine recognizes Russian sovereignty over its territory by December 31, 2026?",1
1097352,another-us-strike-on-venezuela-by-january-31-867,Another US strike on Venezuela by January 31?,1
1097350,another-us-strike-on-venezuela-by-january-17,Another US strike on Venezuela by January 17?,1
1107423,another-us-strike-on-venezuela-by-march-31,Another US strike on Venezuela by March 31?,1
1107424,another-us-strike-on-venezuela-by-december-31,Another US strike on Venezuela by December 31?,1
1096279,another-us-strike-on-venezuela-by-january-10,Another US strike on Venezuela by January 10?,1
566493,will-russia-capture-lyman-in-2025-816,Will Russia capture Lyman by December 31?,1
642531,will-russia-capture-lyman-by-november-30-884,Will Russia capture Lyman by November 30?,1
1006892,will-russia-capture-lyman-by-march-31-2026-494,"Will Russia capture Lyman by March 31, 2026?",1
1006891,will-russia-capture-lyman-by-january-31-2026,"Will Russia capture Lyman by January 31, 2026?",1
1249612,will-russia-capture-lyman-by-february-28-2026,"Will Russia capture Lyman by February 28, 2026?",1
1397269,will-russia-capture-lyman-by-june-30-2026-413,"Will Russia capture Lyman by June 30, 2026?",1
1397302,will-russia-capture-lyman-by-april-30-2026,"Will Russia capture Lyman by April 30, 2026?",1
1397270,will-russia-capture-lyman-by-december-31-2026-774,"Will Russia capture Lyman by December 31, 2026?",1
2053573,will-russia-capture-lyman-by-may-31-2026,"Will Russia capture Lyman by May 31, 2026?",1
523420,ukraine-election-held-in-2025,"Ukraine election held by December 31, 2025?",1
610381,ukraine-election-held-by-june-30-2026-465-757,"Ukraine election held by June 30, 2026?",1
677358,ukraine-election-held-by-december-31-2026-344-142,"Ukraine election held by December 31, 2026?",1
