market_id,micro_group_id,group_label,relationship,rank,confidence,rationale
2298939,business-finance-14,Stripe private valuation >= $B by June 30 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298940,business-finance-14,Stripe private valuation >= $B by June 30 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298941,business-finance-14,Stripe private valuation >= $B by June 30 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298942,business-finance-14,Stripe private valuation >= $B by June 30 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
656310,business-finance-15,OpenAI completes IPO by deadline,IMPLIES,1,high,Same OpenAI IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
656311,business-finance-15,OpenAI completes IPO by deadline,IMPLIES,2,high,Same OpenAI IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
2314474,business-finance-15,OpenAI completes IPO by deadline,IMPLIES,3,high,Same OpenAI IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
2314378,business-finance-15,OpenAI completes IPO by deadline,IMPLIES,4,high,Same OpenAI IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
2314379,business-finance-15,OpenAI completes IPO by deadline,IMPLIES,5,high,Same OpenAI IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
656312,business-finance-15,OpenAI completes IPO by deadline,IMPLIES,6,high,Same OpenAI IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
676785,business-finance-15,OpenAI completes IPO by deadline,IMPLIES,6,high,Same OpenAI IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
2321568,business-finance-16,OpenAI files IPO registration (S-1) by deadline,IMPLIES,1,high,Same filing event; filing by an earlier date implies filing by every later date.
2321569,business-finance-16,OpenAI files IPO registration (S-1) by deadline,IMPLIES,2,high,Same filing event; filing by an earlier date implies filing by every later date.
2321570,business-finance-16,OpenAI files IPO registration (S-1) by deadline,IMPLIES,3,high,Same filing event; filing by an earlier date implies filing by every later date.
2321571,business-finance-16,OpenAI files IPO registration (S-1) by deadline,IMPLIES,4,high,Same filing event; filing by an earlier date implies filing by every later date.
2307904,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,1,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2307896,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,2,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299984,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,3,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299985,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,4,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299986,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,5,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299987,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,6,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299988,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,7,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299989,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299990,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299991,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299992,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299993,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,12,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299994,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,13,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299995,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,14,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299996,business-finance-17,OpenAI private valuation >= $B by Dec 31 2026,IMPLIES,15,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298768,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,1,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298769,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,2,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298770,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,3,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298771,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,4,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298772,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,5,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298773,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,6,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298774,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,7,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298775,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298776,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298777,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298778,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298779,business-finance-18,OpenAI private valuation >= $B by June 30 2026,IMPLIES,12,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
1298659,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,1,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1298658,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,2,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1298657,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,3,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1298649,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,4,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
1298648,business-finance-19,OpenAI IPO closing market cap above $B,IMPLIES,5,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2307825,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,1,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2307824,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,2,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299952,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,3,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299953,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,4,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299954,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,5,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299955,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,6,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299956,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,7,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299957,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299958,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299959,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299960,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299961,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,12,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2299962,business-finance-20,Anthropic private valuation >= $B by Dec 31 2026,IMPLIES,13,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298736,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,1,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298737,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,2,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298738,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,3,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298739,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,4,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298740,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,5,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298741,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,6,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298742,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,7,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298743,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,8,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298744,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,9,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298745,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,10,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298746,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,11,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
2298747,business-finance-21,Anthropic private valuation >= $B by June 30 2026,IMPLIES,12,high,Same NPM valuation metric; reaching a higher valuation implies reaching every lower one.
1250581,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,1,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1720967,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,2,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1720968,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,3,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1720969,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,4,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1250582,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,5,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1971078,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,6,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1250583,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,7,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
1250584,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,8,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
676795,business-finance-22,SpaceX completes IPO by deadline,IMPLIES,8,high,Same SpaceX IPO; completing it by an earlier date implies completing it by every later date (Dec-2026 deadline equals 'before 2027').
2308003,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,1,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2308005,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,2,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2308006,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,3,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
2308007,business-finance-23,SpaceX IPO closing market cap above $B,IMPLIES,4,high,Same IPO closing-cap metric; clearing a higher cap implies clearing every lower one.
