market_id,micro_group_id,group_label,relationship,rank,confidence,rationale
701500,crypto-2,Bitcoin dip (down) thresholds [fixed-window],IMPLIES,12,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701499,crypto-2,Bitcoin dip (down) thresholds [fixed-window],IMPLIES,13,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701498,crypto-2,Bitcoin dip (down) thresholds [fixed-window],IMPLIES,14,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2365496,crypto-3,Bitcoin reach (up) thresholds [monthly(from creation)],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2365497,crypto-3,Bitcoin reach (up) thresholds [monthly(from creation)],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2365498,crypto-3,Bitcoin reach (up) thresholds [monthly(from creation)],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132768,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132769,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132770,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132771,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132772,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,4,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132773,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,5,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132774,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,6,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132775,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,7,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132776,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,8,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132777,crypto-4,Bitcoin reach (up) thresholds [monthly],IMPLIES,9,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
1393070,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
1393068,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
1057883,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701486,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701487,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,4,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701488,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,5,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701489,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,6,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701490,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,7,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701491,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,8,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701492,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,9,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701493,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,10,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701494,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,11,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701495,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,12,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701496,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,13,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701497,crypto-5,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,14,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
1345531,crypto-6,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
1345530,crypto-6,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
1345529,crypto-6,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
1345526,crypto-6,Bitcoin reach (up) thresholds [fixed-window],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132807,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132806,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132805,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,2,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132804,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,3,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132803,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,4,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132802,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,5,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132801,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,6,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132800,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,7,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132799,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,8,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132798,crypto-7,Ethereum dip (down) thresholds [monthly],IMPLIES,9,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701554,crypto-8,Ethereum dip (down) thresholds [fixed-window],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701553,crypto-8,Ethereum dip (down) thresholds [fixed-window],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701552,crypto-8,Ethereum dip (down) thresholds [fixed-window],IMPLIES,2,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701551,crypto-8,Ethereum dip (down) thresholds [fixed-window],IMPLIES,3,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701550,crypto-8,Ethereum dip (down) thresholds [fixed-window],IMPLIES,4,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132788,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132789,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132790,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132791,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132792,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,4,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132793,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,5,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132794,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,6,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132795,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,7,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132796,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,8,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132797,crypto-9,Ethereum reach (up) thresholds [monthly],IMPLIES,9,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701539,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701540,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701541,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701542,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701543,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,4,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701544,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,5,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701545,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,6,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701546,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,7,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701547,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,8,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701548,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,9,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701549,crypto-10,Ethereum reach (up) thresholds [fixed-window],IMPLIES,10,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132839,crypto-11,XRP dip (down) thresholds [monthly],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132838,crypto-11,XRP dip (down) thresholds [monthly],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132837,crypto-11,XRP dip (down) thresholds [monthly],IMPLIES,2,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132836,crypto-11,XRP dip (down) thresholds [monthly],IMPLIES,3,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132835,crypto-11,XRP dip (down) thresholds [monthly],IMPLIES,4,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132834,crypto-11,XRP dip (down) thresholds [monthly],IMPLIES,5,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701607,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701606,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701605,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,2,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701604,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,3,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701603,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,4,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701602,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,5,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701601,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,6,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701600,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,7,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701599,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,8,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701598,crypto-12,XRP dip (down) thresholds [fixed-window],IMPLIES,9,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132825,crypto-13,XRP reach (up) thresholds [monthly],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132826,crypto-13,XRP reach (up) thresholds [monthly],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132827,crypto-13,XRP reach (up) thresholds [monthly],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132828,crypto-13,XRP reach (up) thresholds [monthly],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132829,crypto-13,XRP reach (up) thresholds [monthly],IMPLIES,4,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132830,crypto-13,XRP reach (up) thresholds [monthly],IMPLIES,5,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132831,crypto-13,XRP reach (up) thresholds [monthly],IMPLIES,6,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132832,crypto-13,XRP reach (up) thresholds [monthly],IMPLIES,7,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132833,crypto-13,XRP reach (up) thresholds [monthly],IMPLIES,8,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701587,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701588,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701589,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701590,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701591,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,4,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701592,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,5,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701593,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,6,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701594,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,7,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701595,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,8,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701596,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,9,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701597,crypto-14,XRP reach (up) thresholds [fixed-window],IMPLIES,10,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132824,crypto-15,Solana dip (down) thresholds [monthly],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132823,crypto-15,Solana dip (down) thresholds [monthly],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132822,crypto-15,Solana dip (down) thresholds [monthly],IMPLIES,2,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132821,crypto-15,Solana dip (down) thresholds [monthly],IMPLIES,3,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132820,crypto-15,Solana dip (down) thresholds [monthly],IMPLIES,4,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132819,crypto-15,Solana dip (down) thresholds [monthly],IMPLIES,5,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132818,crypto-15,Solana dip (down) thresholds [monthly],IMPLIES,6,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132817,crypto-15,Solana dip (down) thresholds [monthly],IMPLIES,7,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701580,crypto-16,Solana dip (down) thresholds [fixed-window],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701579,crypto-16,Solana dip (down) thresholds [fixed-window],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701578,crypto-16,Solana dip (down) thresholds [fixed-window],IMPLIES,2,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701577,crypto-16,Solana dip (down) thresholds [fixed-window],IMPLIES,3,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701576,crypto-16,Solana dip (down) thresholds [fixed-window],IMPLIES,4,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701575,crypto-16,Solana dip (down) thresholds [fixed-window],IMPLIES,5,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132808,crypto-17,Solana reach (up) thresholds [monthly],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132809,crypto-17,Solana reach (up) thresholds [monthly],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132810,crypto-17,Solana reach (up) thresholds [monthly],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132811,crypto-17,Solana reach (up) thresholds [monthly],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132812,crypto-17,Solana reach (up) thresholds [monthly],IMPLIES,4,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132813,crypto-17,Solana reach (up) thresholds [monthly],IMPLIES,5,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132814,crypto-17,Solana reach (up) thresholds [monthly],IMPLIES,6,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132815,crypto-17,Solana reach (up) thresholds [monthly],IMPLIES,7,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132816,crypto-17,Solana reach (up) thresholds [monthly],IMPLIES,8,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701563,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701564,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701565,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701566,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701567,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,4,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701568,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,5,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701569,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,6,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701570,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,7,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701571,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,8,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701572,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,9,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701573,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,10,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701574,crypto-18,Solana reach (up) thresholds [fixed-window],IMPLIES,11,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2143000,crypto-19,Hyperliquid dip (down) thresholds [monthly],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2142999,crypto-19,Hyperliquid dip (down) thresholds [monthly],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2142998,crypto-19,Hyperliquid dip (down) thresholds [monthly],IMPLIES,2,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2142997,crypto-19,Hyperliquid dip (down) thresholds [monthly],IMPLIES,3,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701744,crypto-20,Hyperliquid dip (down) thresholds [fixed-window],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701743,crypto-20,Hyperliquid dip (down) thresholds [fixed-window],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701742,crypto-20,Hyperliquid dip (down) thresholds [fixed-window],IMPLIES,2,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701741,crypto-20,Hyperliquid dip (down) thresholds [fixed-window],IMPLIES,3,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701740,crypto-20,Hyperliquid dip (down) thresholds [fixed-window],IMPLIES,4,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701739,crypto-20,Hyperliquid dip (down) thresholds [fixed-window],IMPLIES,5,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701738,crypto-20,Hyperliquid dip (down) thresholds [fixed-window],IMPLIES,6,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2142994,crypto-21,Hyperliquid reach (up) thresholds [monthly],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2142995,crypto-21,Hyperliquid reach (up) thresholds [monthly],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2142996,crypto-21,Hyperliquid reach (up) thresholds [monthly],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701726,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,0,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701727,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,1,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701728,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,2,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701729,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,3,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701730,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,4,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701731,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,5,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701732,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,6,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701733,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,7,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701734,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,8,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701735,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,9,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701736,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,10,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
701737,crypto-22,Hyperliquid reach (up) thresholds [fixed-window],IMPLIES,11,high,"Same metric, higher threshold strictly implies lower; monotone YES-ladder."
2132844,crypto-23,Dogecoin dip (down) thresholds [monthly],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
2132843,crypto-23,Dogecoin dip (down) thresholds [monthly],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701721,crypto-24,Dogecoin dip (down) thresholds [fixed-window],IMPLIES,0,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701720,crypto-24,Dogecoin dip (down) thresholds [fixed-window],IMPLIES,1,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
701719,crypto-24,Dogecoin dip (down) thresholds [fixed-window],IMPLIES,2,high,"Same metric, lower (deeper) threshold strictly implies higher; monotone ladder."
